行号	词	词频	原拼音	辅助拼音	词典读音	简单鹤	鲸凉鹤	采用	依据	问题
96546	长效	1	chang2/zhang3 xiao4	changxiao	chang2 xiao4		chang xiao	chang xiao	单份鹤参考与其他证据一致	
96547	长文	1	chang2/zhang3 wen2	changwen		chang wen	chang wen	chang wen	简单鹤与鲸凉鹤去飞键后一致	
96548	长木路	1	chang2/zhang3 mu4 lu4	changmulu				待分配	证据不足或仍冲突；待分配	
96549	长歌当哭	1	chang2/zhang3 ge1 dang1/dang4 ku1	changgedangku	chang2 ge1 dang4 ku1			chang ge dang ku	整词词典与原始音节一致	
96550	长治久安	1	chang2/zhang3 zhi4 jiu3 an1	changzhijiuan	chang2 zhi4 jiu3 an1			chang zhi jiu an	整词词典与原始音节一致	
96551	长清	1	Chang2 qing1	changqing				chang qing	原始双字段一致（非独立语料证据）	
96552	长牙	1	chang2 ya2	changya		chang ya | zhang ya	chang ya | zhang ya	待分配	参考异读无法消歧；待分配	两份参考不能唯一确定
96553	长田	1	chang2/zhang3 tian2	changtian				待分配	证据不足或仍冲突；待分配	
96554	长编	1	chang2/zhang3 bian1	changbian	chang2 bian1			chang bian	整词词典与原始音节一致	
96555	长街	1	chang2/zhang3 jie1	changjie	chang2 jie1	chang jie	chang jie	chang jie	简单鹤与鲸凉鹤去飞键后一致	
96556	长衣	1	chang2/zhang3 yi1/yi3/yi4	changyi				待分配	证据不足或仍冲突；待分配	
96557	长诗	1	chang2/zhang3 shi1	changshi	chang2 shi1			chang shi	整词词典与原始音节一致	
96558	长雏菊	1	chang2/zhang3 chu2 ju2	changchuju				待分配	证据不足或仍冲突；待分配	
96559	长鸣	1	chang2/zhang3 ming2	changming		chang ming	chang ming	chang ming	简单鹤与鲸凉鹤去飞键后一致	
96560	闲	1	#	*	xian2			待分配	孤立多音字无语境；待分配	
96561	阎	1	#	*	yan2			待分配	孤立多音字无语境；待分配	
96562	闇	1	#	*	an1 | an3 | an4 | yin1 | yin3			待分配	孤立多音字无语境；待分配	
96563	阙	1	#	*	que1 | que4			待分配	孤立多音字无语境；待分配	
96564	门基	1	men2 ji1	menji				men ji	原始双字段一致（非独立语料证据）	
96565	门太久	1	men2 tai4 jiu3	mentaijiu				men tai jiu	原始双字段一致（非独立语料证据）	
96566	门庭若市	1	men2 ting2 re3/ruo4 shi4	mentingruoshi	men2 ting2 ruo4 shi4			men ting ruo shi	整词词典与原始音节一致	
96567	门开成	1	men2 kai1 cheng2	menkaicheng				men kai cheng	原始双字段一致（非独立语料证据）	
96568	门德尔松	1	men2 de2 er3 song1	mendeersong				men de er song	原始双字段一致（非独立语料证据）	
96569	门德松	1	men2 de2 song1	mendesong				men de song	原始双字段一致（非独立语料证据）	
96570	门户之见	1	men2 hu4 zhi1 jian4/xian4	menhuzhijian	men2 hu4 zhi1 jian4			men hu zhi jian	整词词典与原始音节一致	
96571	门拴	1	men2 shuan1	menshuan				men shuan	原始双字段一致（非独立语料证据）	
96572	门斯特	1	men2 si1 te4	mensite				men si te	原始双字段一致（非独立语料证据）	
96573	门格勒	1	men2 ge1/ge2 le4/lei1	mengele				待分配	证据不足或仍冲突；待分配	
96574	门源	1	men2 yuan2	menyuan		men yuan	men yuan	men yuan	简单鹤与鲸凉鹤去飞键后一致	
96575	门登	1	men2 deng1	mendeng				men deng	原始双字段一致（非独立语料证据）	
96576	门秋藩	1	men2 qiu1 fan1	menqiufan				men qiu fan	原始双字段一致（非独立语料证据）	
96577	门科	1	men2 ke1	menke				men ke	原始双字段一致（非独立语料证据）	
96578	门童	1	men2 tong2	mentong	men2 tong2	men tong	men tong	men tong	简单鹤与鲸凉鹤去飞键后一致	
96579	门若派	1	men2 re3/ruo4 pa1/pai4	menruopai				待分配	证据不足或仍冲突；待分配	
96580	门英格	1	men2 ying1 ge1/ge2	menyingge				men ying ge	原始双字段一致（非独立语料证据）	
96581	门萨	1	men2 sa4	mensa		men sa	men sa	men sa	简单鹤与鲸凉鹤去飞键后一致	
96582	门西尼	1	men2 xi1 ni2	menxini				men xi ni	原始双字段一致（非独立语料证据）	
96583	门阵列	1	men2 zhen4 lie4	menzhenlie				men zhen lie	原始双字段一致（非独立语料证据）	
96584	门霍伦贝克	1	men2 huo4 lun2 bei4 ke4	menhuolunbeike				men huo lun bei ke	原始双字段一致（非独立语料证据）	
96585	门首	1	men2 shou3	menshou		men shou	men shou	men shou	简单鹤与鲸凉鹤去飞键后一致	
96586	闪击战	1	shan3 ji1 zhan4	shanjizhan	shan3 ji1 zhan4			shan ji zhan	整词词典与原始音节一致	
96587	闭关自守	1	bi4 guan1 zi4 shou3	biguanzishou	bi4 guan1 zi4 shou3			bi guan zi shou	整词词典与原始音节一致	
96588	闭关锁国	1	bi4 guan1 suo3 guo2	biguansuoguo	bi4 guan1 suo3 guo2			bi guan suo guo	整词词典与原始音节一致	
96589	闭月羞花	1	bi4 yue4 xiu1 hua1	biyuexiuhua	bi4 yue4 xiu1 hua1			bi yue xiu hua	整词词典与原始音节一致	
96590	闭环	1	bi4 huan2	bihuan	bi4 huan2	bi huan	bi huan	bi huan	简单鹤与鲸凉鹤去飞键后一致	
96591	闭门思过	1	bi4 men2 si1 guo4	bimensiguo	bi4 men2 si1 guo4			bi men si guo	整词词典与原始音节一致	
96592	问候声	1	wen4 hou4 sheng1	wenhousheng				wen hou sheng	原始双字段一致（非独立语料证据）	
96593	问南茜	1	wen4 na1/nan2 qian4/xi1	wennan*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
96594	问明	1	wen4 ming2	wenming	wen4 ming2		wen ming	wen ming	单份鹤参考与其他证据一致	
96595	问津	1	wen4 jin1	wenjin	wen4 jin1	wen jin	wen jin	wen jin	简单鹤与鲸凉鹤去飞键后一致	
96596	问答题	1	wen4 da1/da2 ti2	wendati				wen da ti	原始双字段一致（非独立语料证据）	
96597	闱	1	wei2	wei	wei2			wei	整词词典与原始音节一致	
96598	间苗	1	jian4 miao2	jianmiao	jian4 miao2	jian miao	jian miao	jian miao	简单鹤与鲸凉鹤去飞键后一致	
96599	闵泰坤	1	min3 tai4 kun1	*taikun				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
96600	闵炳镐	1	min3 bing3 gao3/hao4	*binggao				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
96601	闵秀叶	1	min3 xiu4 xie2/ye4	*xiuye				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
96602	闵贞秀	1	min3 zhen1 xiu4	*zhenxiu				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
96603	闻名中外	1	wen2 ming2 zhong1/zhong4 wai4	wenmingzhongwai	wen2 ming2 zhong1 wai4			wen ming zhong wai	整词词典与原始音节一致	
96604	闻君	1	wen2 jun1	wenjun				wen jun	原始双字段一致（非独立语料证据）	
96605	闻时才	1	wen2 shi2 cai2	wenshicai				wen shi cai	原始双字段一致（非独立语料证据）	
96606	闻闻树	1	wen2 wen2 shu4	wenwenshu				wen wen shu	原始双字段一致（非独立语料证据）	
96607	闾	1	lu:5	*	lv2			lv	整词词典与原始音节一致	辅助拼音不可唯一核验
96608	阅兵场	1	yue4 bing1 chang2/chang3	yuebingchang				yue bing chang	原始双字段一致（非独立语料证据）	
96609	阅卷	1	yue4 juan3/juan4	yuejuan	yue4 juan4	yue juan	yue juan	yue juan	简单鹤与鲸凉鹤去飞键后一致	
96610	阈值	1	yu4 zhi2	yuzhi	yu4 zhi2	yu zhi	yu zhi	yu zhi	简单鹤与鲸凉鹤去飞键后一致	
96611	阎	1	yan2	yan	yan2			yan	整词词典与原始音节一致	
96612	阎王殿	1	yan2 wang2/wang4 dian4	yanwangdian				yan wang dian	原始双字段一致（非独立语料证据）	
96613	阎罗王	1	yan2 luo1/luo2/luo5 wang2/wang4	yanluowang				yan luo wang	原始双字段一致（非独立语料证据）	
96614	阐	1	chan3	chan	chan3			chan	整词词典与原始音节一致	
96615	阔人	1	kuo4 ren2	kuoren		kuo ren	kuo ren	kuo ren	简单鹤与鲸凉鹤去飞键后一致	
96616	阱	1	jing3	jing	jing3			jing	整词词典与原始音节一致	
96617	防化学	1	fang2 hua1/hua4 xue2	fanghuaxue				fang hua xue	原始双字段一致（非独立语料证据）	
96618	防地	1	fang2 de5/di4	fangdi				待分配	证据不足或仍冲突；待分配	
96619	防御战	1	fang2 yu4 zhan4	fangyuzhan				fang yu zhan	原始双字段一致（非独立语料证据）	
96620	防护门	1	fang2 hu4 men2	fanghumen				fang hu men	原始双字段一致（非独立语料证据）	
96621	防癌	1	fang2 ai2	fangai				fang ai	原始双字段一致（非独立语料证据）	
96622	防蛀	1	fang2 zhu4	fangzhu			fang zhu	fang zhu	单份鹤参考与其他证据一致	
96623	阳世	1	yang2 shi4	yangshi	yang2 shi4			yang shi	整词词典与原始音节一致	
96624	阳之王	1	yang2 zhi1 wang2/wang4	yangzhiwang				yang zhi wang	原始双字段一致（非独立语料证据）	
96625	阳历	1	yang2 li4	yangli	yang2 li4	yang li	yang li	yang li	简单鹤与鲸凉鹤去飞键后一致	
96626	阳子都	1	yang2 zi3 dou1/du1	yangzidu				待分配	证据不足或仍冲突；待分配	
96627	阳春	1	Yang2 chun1	yangchun	yang2 chun1	yang chun	yang chun	yang chun	简单鹤与鲸凉鹤去飞键后一致	
96628	阳物山	1	yang2 wu4 shan1	yangwushan				yang wu shan	原始双字段一致（非独立语料证据）	
96629	阳离子	1	yang2 li2 zi3	yanglizi	yang2 li2 zi3			yang li zi	整词词典与原始音节一致	
96630	阴乐	1	yin1 le4/yue4	yinle				待分配	证据不足或仍冲突；待分配	
96631	阴兴阳	1	yin1 xing1/xing4 yang2	yinxingyang				yin xing yang	原始双字段一致（非独立语料证据）	
96632	阴山	1	Yin1 shan1	yinshan	yin1 shan1	yin shan	yin shan	yin shan	简单鹤与鲸凉鹤去飞键后一致	
96633	阴德	1	yin1 de2	yinde	yin1 de2	yin de	yin de	yin de	简单鹤与鲸凉鹤去飞键后一致	
96634	阴毒	1	yin1 du2	yindu	yin1 du2		yin du	yin du	单份鹤参考与其他证据一致	
96635	阴毛全	1	yin1 mao2 quan2	yinmaoquan				yin mao quan	原始双字段一致（非独立语料证据）	
96636	阴毛弟	1	yin1 mao2 di4	yinmaodi				yin mao di	原始双字段一致（非独立语料证据）	
96637	阴毛来	1	yin1 mao2 lai2	yinmaolai				yin mao lai	原始双字段一致（非独立语料证据）	
96638	阴毛留成	1	yin1 mao2 liu2 cheng2	yinmaoliucheng				yin mao liu cheng	原始双字段一致（非独立语料证据）	
96639	阴毛起	1	yin1 mao2 qi3	yinmaoqi				yin mao qi	原始双字段一致（非独立语料证据）	
96640	阴离子	1	yin1 li2 zi3	yinlizi				yin li zi	原始双字段一致（非独立语料证据）	
96641	阵法	1	zhen4 fa3	zhenfa	zhen4 fa3	zhen fa	zhen fa	zhen fa	简单鹤与鲸凉鹤去飞键后一致	
96642	阵雪	1	zhen4 xue3	zhenxue	zhen4 xue3		zhen xue	zhen xue	单份鹤参考与其他证据一致	
96643	阶级性	1	jie1 ji2 xing4	jiejixing	jie1 ji2 xing4			jie ji xing	整词词典与原始音节一致	
96644	阿·凯福	1	a1/a5/e1 #kai3 fu2	a*kaifu				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
96645	阿·沃克	1	a1/a5/e1 #wo4 ke4	a*woke				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
96646	阿不思·珀西瓦尔	1	a1/a5/e1 bu2/bu4 sai1/si1 #po4 xi1 wa3/wa4 er3	abusi**xiwaer				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
96647	阿丝特丽特	1	a1/a5/e1 si1 te4 li2/li4 te4	asitelite				待分配	证据不足或仍冲突；待分配	
96648	阿丰斯	1	a1/a5/e1 feng1 si1	afengsi				待分配	证据不足或仍冲突；待分配	
96649	阿丽西亚	1	a1/a5/e1 li2/li4 xi1 ya4	alixiya				待分配	证据不足或仍冲突；待分配	
96650	阿丽西娅·吉丝	1	a1/a5/e1 li2/li4 xi1 ya4 #ji2 si1	alixi**jisi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
96651	阿久津撒	1	a1/a5/e1 jiu3 jin1 sa1/sa3	ajiujinsa				待分配	证据不足或仍冲突；待分配	
96652	阿亚图	1	a1/a5/e1 ya4 tu2	ayatu				待分配	证据不足或仍冲突；待分配	
96653	阿亚特	1	a1/a5/e1 ya4 te4	ayate				待分配	证据不足或仍冲突；待分配	
96654	阿什克罗夫特	1	a1/a5/e1 shen2/shi2 ke4 luo1/luo2/luo5 fu1/fu2 te4	ashikeluofute				待分配	证据不足或仍冲突；待分配	
96655	阿什兰	1	a1/a5/e1 shen2/shi2 lan2	ashilan				待分配	证据不足或仍冲突；待分配	
96656	阿什琳	1	a1/a5/e1 shen2/shi2 lin2	ashilin				待分配	证据不足或仍冲突；待分配	
96657	阿什顿恩	1	a1/a5/e1 shen2/shi2 du2/dun4 en1	ashidunen				待分配	证据不足或仍冲突；待分配	
96658	阿仁	1	a1/a5/e1 ren2	aren				待分配	证据不足或仍冲突；待分配	
96659	阿付尔达	1	a1/a5/e1 fu4 er3 da2	afuerda				待分配	证据不足或仍冲突；待分配	
96660	阿伏加	1	a1/a5/e1 fu2 jia1	afujia				待分配	证据不足或仍冲突；待分配	
96661	阿伦·布伦特	1	a1/a5/e1 lun2 #bu4 lun2 te4	alun*bulunte				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
96662	阿伦·弗里曼	1	a1/a5/e1 lun2 #fu2 li3 man4	alun*fuliman				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
96663	阿伦·普拉	1	a1/a5/e1 lun2 #pu3 la1/la2/la3/la4	alun*pula				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
96664	阿伦·科曼	1	a1/a5/e1 lun2 #ke1 man4	alun*keman				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
96665	阿伦敦	1	a1/a5/e1 lun2 dui4/dun1	alundun				待分配	证据不足或仍冲突；待分配	
96666	阿伯丁郡	1	a1/a5/e1 bai3/bo2 ding1/zheng1 jun4	abodingjun				待分配	证据不足或仍冲突；待分配	
96667	阿伯基尔	1	a1/a5/e1 bai3/bo2 ji1 er3	abojier				待分配	证据不足或仍冲突；待分配	
96668	阿伯斯	1	a1/a5/e1 bai3/bo2 si1	abosi				待分配	证据不足或仍冲突；待分配	
96669	阿伯林	1	a1/a5/e1 bai3/bo2 lin2	abolin				待分配	证据不足或仍冲突；待分配	
96670	阿伯格林	1	a1/a5/e1 bai3/bo2 ge1/ge2 lin2	abogelin				待分配	证据不足或仍冲突；待分配	
96671	阿伯科恩	1	a1/a5/e1 bai3/bo2 ke1 en1	abokeen				待分配	证据不足或仍冲突；待分配	
96672	阿伯纳因	1	a1/a5/e1 bai3/bo2 na4 yin1	abonayin				待分配	证据不足或仍冲突；待分配	
96673	阿伯纳斯	1	a1/a5/e1 bai3/bo2 na4 si1	abonasi				待分配	证据不足或仍冲突；待分配	
96674	阿伽利	1	a1/a5/e1 ga1/jia1/qia1/qie2 li4	a*li				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
96675	阿佛莱	1	a1/a5/e1 fo2/fu2 lai2	afolai				待分配	证据不足或仍冲突；待分配	
96676	阿佳妮	1	a1/a5/e1 jia1 ni1	ajiani				待分配	证据不足或仍冲突；待分配	
96677	阿俊·玛莎	1	a1/a5/e1 juan4/jun4 #ma3 sha1/suo1	ajun*masha				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
96678	阿修勒	1	a1/a5/e1 xiu1 le4/lei1	axiule				待分配	证据不足或仍冲突；待分配	
96679	阿修罗不阿修罗	1	a1/a5/e1 xiu1 luo1/luo2/luo5 bu2/bu4 a1/a5/e1 xiu1 luo1/luo2/luo5	axiuluobuaxiuluo				待分配	证据不足或仍冲突；待分配	
96680	阿克	1	a1/a5/e1 ke4	ake				待分配	证据不足或仍冲突；待分配	
96681	阿克伦城	1	a1/a5/e1 ke4 lun2 cheng2	akeluncheng				待分配	证据不足或仍冲突；待分配	
96682	阿克图兰	1	a1/a5/e1 ke4 tu2 lan2	aketulan				待分配	证据不足或仍冲突；待分配	
96683	阿克姆	1	a1/a5/e1 ke4 mu3	akemu				待分配	证据不足或仍冲突；待分配	
96684	阿克拉	1	A1 ke4 la1	akela				a ke la	原始双字段一致（非独立语料证据）	
96685	阿克洛德	1	a1/a5/e1 ke4 luo4 de2	akeluode				待分配	证据不足或仍冲突；待分配	
96686	阿兰·凯斯	1	a1/a5/e1 lan2 #kai3 si1	alan*kaisi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
96687	阿兰·墨菲	1	a1/a5/e1 lan2 #mo4 fei1/fei3	alan*mofei				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
96688	阿兰·巴尔德	1	a1/a5/e1 lan2 #ba1 er3 de2	alan*baerde				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
96689	阿兰·帕西	1	a1/a5/e1 lan2 #pa4 xi1	alan*paxi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
96690	阿兰·拉德	1	a1/a5/e1 lan2 #la1/la2/la3/la4 de2	alan*lade				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
96691	阿兰希勒	1	a1/a5/e1 lan2 xi1 le4/lei1	alanxile				待分配	证据不足或仍冲突；待分配	
96692	阿兰德	1	a1/a5/e1 lan2 de2	alande				待分配	证据不足或仍冲突；待分配	
96693	阿兰狄龙	1	a1/a5/e1 lan2 di2 long2	alandilong				待分配	证据不足或仍冲突；待分配	
96694	阿兹	1	a1/a5/e1 ci2/zi1	azi				待分配	证据不足或仍冲突；待分配	
96695	阿兹塔克	1	a1/a5/e1 ci2/zi1 da5/ta3 ke4	azitake				待分配	证据不足或仍冲突；待分配	
96696	阿内塔	1	a1/a5/e1 nei4 da5/ta3	aneita				待分配	证据不足或仍冲突；待分配	
96697	阿内斯卡	1	a1/a5/e1 nei4 si1 ka3/qia3	aneisika				待分配	证据不足或仍冲突；待分配	
96698	阿凡	1	a1/a5/e1 fan2	afan				待分配	证据不足或仍冲突；待分配	
96699	阿凡诺	1	a1/a5/e1 fan2 nuo4	afannuo				待分配	证据不足或仍冲突；待分配	
96700	阿切邦·维特维奇	1	a1/a5/e1 qie1/qie4 bang1 #wei2 te4 wei2 ji1/qi2	aqiebang*weiteweiqi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
96701	阿列克斯·诺斯特	1	a1/a5/e1 lie4 ke4 si1 #nuo4 si1 te4	aliekesi*nuosite				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
96702	阿利克斯	1	a1/a5/e1 li4 ke4 si1	alikesi				待分配	证据不足或仍冲突；待分配	
96703	阿利坎特	1	A1 li4 kan3 te4	alikante				a li kan te	原始双字段一致（非独立语料证据）	
96704	阿利文	1	a1/a5/e1 li4 wen2	aliwen				待分配	证据不足或仍冲突；待分配	
96705	阿利桑	1	a1/a5/e1 li4 sang1	alisang				待分配	证据不足或仍冲突；待分配	
96706	阿利森	1	a1/a5/e1 li4 sen1	alisen				待分配	证据不足或仍冲突；待分配	
96707	阿力	1	a1/a5/e1 li4	ali				待分配	证据不足或仍冲突；待分配	
96708	阿加多	1	a1/a5/e1 jia1 duo1	ajiaduo				待分配	证据不足或仍冲突；待分配	
96709	阿加福山	1	a1/a5/e1 jia1 fu2 shan1	ajiafushan				待分配	证据不足或仍冲突；待分配	
96710	阿劳	1	a1/a5/e1 lao2	alao				待分配	证据不足或仍冲突；待分配	
96711	阿劳拉	1	a1/a5/e1 lao2 la1/la2/la3/la4	alaola				待分配	证据不足或仍冲突；待分配	
96712	阿勃度	1	a1/a5/e1 bo2 du4/duo2	abodu				待分配	证据不足或仍冲突；待分配	
96713	阿勒亚	1	a1/a5/e1 le4/lei1 ya4	aleya				待分配	证据不足或仍冲突；待分配	
96714	阿勒格尼	1	a1/a5/e1 le4/lei1 ge1/ge2 ni2	alegeni				待分配	证据不足或仍冲突；待分配	
96715	阿勒莱	1	a1/a5/e1 le4/lei1 lai2	alelai				待分配	证据不足或仍冲突；待分配	
96716	阿勒莱因	1	a1/a5/e1 le4/lei1 lai2 yin1	alelaiyin				待分配	证据不足或仍冲突；待分配	
96717	阿匡刚	1	a1/a5/e1 kuang1 gang1	akuanggang				待分配	证据不足或仍冲突；待分配	
96718	阿华	1	a1/a5/e1 hua1/hua2/hua4	ahua				待分配	证据不足或仍冲突；待分配	
96719	阿华州	1	a1/a5/e1 hua1/hua2/hua4 zhou1	ahuazhou				待分配	证据不足或仍冲突；待分配	
96720	阿博加特	1	a1/a5/e1 bo2 jia1 te4	abojiate				待分配	证据不足或仍冲突；待分配	
96721	阿博杜	1	a1/a5/e1 bo2 du4	abodu				待分配	证据不足或仍冲突；待分配	
