行号	词	词频	原拼音	辅助拼音	词典读音	简单鹤	鲸凉鹤	采用	依据	问题
93688	詹姆斯·麦克劳夫林	1	zhan1 mu3 si1 #mai4 ke4 lao2 fu1/fu2 lin2	zhanmusi*maikelaofulin				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93689	詹姆斯·麦克罗伊	1	zhan1 mu3 si1 #mai4 ke4 luo1/luo2/luo5 yi1	zhanmusi*maikeluoyi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93690	詹姆斯·麦肯·科斯塔	1	zhan1 mu3 si1 #mai4 ken3 #ke1 si1 da5/ta3	zhanmusi*maiken*kesita				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93691	詹姆斯·黑曼	1	zhan1 mu3 si1 #hei1 man4	zhanmusi*heiman				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93692	詹姆斯·齐默曼	1	zhan1 mu3 si1 #ji4/qi2/qi4 mo4 man4	zhanmusi*qimoman				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93705	詹娜·布什	1	zhan1 na4/nuo2 #bu4 shen2/shi2	zhanna*bushi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93706	詹尼·罗宾逊	1	zhan1 ni2 #luo1/luo2/luo5 bin1 xun4	zhanni*luobinxun				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93707	詹尼佛·洛佩兹	1	zhan1 ni2 fo2/fu2 #luo4 pei4 ci2/zi1	zhannifo*luopeizi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93708	詹尼佛·洛根	1	zhan1 ni2 fo2/fu2 #luo4 gen1	zhannifo*luogen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93711	詹尼弗·格里	1	zhan1 ni2 fu2 #ge1/ge2 li3	zhannifu*geli				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93712	詹尼弗·琼斯	1	zhan1 ni2 fu2 #qiong2 si1	zhannifu*qiongsi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93713	詹尼芙	1	zhan1 ni2 fu2	zhanni*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93714	詹尼芙·艾文	1	zhan1 ni2 fu2 #ai4/yi4 wen2	zhanni**aiwen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93716	詹森·卡西尔	1	zhan1 sen1 #ka3/qia3 xi1 er3	zhansen*kaxier				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93717	詹森·舒瓦兹曼	1	zhan1 sen1 #shu1 wa3/wa4 ci2/zi1 man4	zhansen*shuwaziman				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93719	詹米·福克斯	1	zhan1 mi3 #fu2 ke4 si1	zhanmi*fukesi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93723	詹诺斯·斯塔克	1	zhan1 nuo4 si1 #si1 da5/ta3 ke4	zhannuosi*sitake				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93750	让·保罗·萨特	1	rang4 #bao3 luo1/luo2/luo5 #sa4 te4	rang*baoluo*sate				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93751	让·巴普提斯	1	rang4 #ba1 pu3 di1/ti2 si1	rang*baputisi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93752	让·巴蒂斯特格雷诺耶	1	rang4 #ba1 di4 si1 te4 ge1/ge2 lei2 nuo4 ye1/ye2	rang*badisitegeleinuoye				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93753	让·弗朗西斯科	1	rang4 #fu2 lang3 xi1 si1 ke1	rang*fulangxisike				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93754	让·热内	1	rang4 #re4 nei4	rang*renei				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93755	让·马克	1	rang4 #ma3 ke4	rang*make				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93770	让保罗·里威尔	1	rang4 bao3 luo1/luo2/luo5 #li3 wei1 er3	rangbaoluo*liweier				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93784	让劳拉·伯恩汉姆	1	rang4 lao2 la1/la2/la3/la4 #bai3/bo2 en1 han4 mu3	ranglaola*boenhanmu				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93824	让巴迪·霍利	1	rang4 ba1 di2 #huo4 li4	rangbadi*huoli				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93830	让布鲁斯·斯普林斯汀	1	rang4 bu4 lu3 si1 #si1 pu3 lin2 si1 ting1	rangbulusi*sipulinsiting				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93849	让斯特平·费	1	rang4 si1 te4 ping2 #fei4	rangsiteping*fei				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93853	让本·坎贝尔	1	rang4 ben3 #kan3 bei4 er3	rangben*kanbeier				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93854	让本杰明·洛克伍德	1	rang4 ben3 jie2 ming2 #luo4 ke4 wu3 de2	rangbenjieming*luokewude				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93858	让杰夫·高布伦	1	rang4 jie2 fu1/fu2 #gao1 bu4 lun2	rangjiefu*gaobulun				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93861	让杰西·詹姆斯	1	rang4 jie2 xi1 #zhan1 mu3 si1	rangjiexi*zhanmusi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93919	让艾利克斯·莱斯	1	rang4 ai4/yi4 li4 ke4 si1 #lai2 si1	rangailikesi*laisi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93945	让西尔维娅	1	rang4 xi1 er3 wei2 ya4	rangxierwei*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93953	让贝蒂·戴维丝	1	rang4 bei4 di4 #dai4 wei2 si1	rangbeidi*daiweisi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93955	让赛迪·伯克	1	rang4 sai4 di2 #bai3/bo2 ke4	rangsaidi*boke				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93967	让铉	1	rang4 xuan4	rang*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93972	让雷·瑞奇	1	rang4 lei2 #rui4 ji1/qi2	ranglei*ruiqi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
93975	让雷蒙德·阿瑟	1	rang4 lei2 meng1/meng2/meng3 de2 #a1/a5/e1 se4	rangleimengde*ase				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94000	许·乌戈尔	1	xu3 #wu1/wu4 ge1 er3	xu*wugeer				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94002	许大瑛	1	xu3 da4/dai4 ying1	xuda*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94027	诈降	1	zha4 xiang2	zhajiang	zha4 xiang2	zha xiang	zha xiang	zha xiang	整词人工裁决	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
94047	诗薇	1	shi1 wei1	shi*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94080	诺·范	1	nuo4 #fan4	nuo*fan				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94083	诺亚·丹尼尔	1	nuo4 ya4 #dan1 ni2 er3	nuoya*dannier				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94084	诺亚·克	1	nuo4 ya4 #ke4	nuoya*ke				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94085	诺亚·迪特里希	1	nuo4 ya4 #di2 te4 li3 xi1	nuoya*ditelixi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94086	诺伦·沃什	1	nuo4 lun2 #wo4 shen2/shi2	nuolun*woshi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94091	诺姆·乔姆斯基	1	nuo4 mu3 #qiao2 mu3 si1 ji1	nuomu*qiaomusiji				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94095	诺尔·克华德	1	nuo4 er3 #ke4 hua1/hua2/hua4 de2	nuoer*kehuade				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94096	诺尔·加拉赫	1	nuo4 er3 #jia1 la1/la2/la3/la4 he4	nuoer*jialahe				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94104	诺拉·克拉克	1	nuo4 la1/la2/la3/la4 #ke4 la1/la2/la3/la4 ke4	nuola*kelake				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94105	诺拉·琼斯	1	nuo4 la1/la2/la3/la4 #qiong2 si1	nuola*qiongsi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94106	诺拉·菲奈莉	1	nuo4 la1/la2/la3/la4 #fei1/fei3 nai4 li4	nuola*feinaili				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94108	诺斯·温斯洛	1	nuo4 si1 #wen1 si1 luo4	nuosi*wensiluo				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94112	诺曼·罗克韦尔	1	nuo4 man4 #luo1/luo2/luo5 ke4 wei2 er3	nuoman*luokeweier				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94113	诺曼·菲尔	1	nuo4 man4 #fei1/fei3 er3	nuoman*feier				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94138	调弄	1	tiao2 nong4	diaonong			tiao nong	tiao nong	单份鹤参考与其他证据一致	原始两拼音字段矛盾
94141	调治	1	diao4/tiao2 zhi4	diaozhi	tiao2 zhi4			tiao zhi	整词词典与原始音节一致	整词词典与辅助拼音矛盾
94143	调谐	1	tiao2 xie2	diaoxie	tiao2 xie2	tiao xie	tiao xie	tiao xie	简单鹤与鲸凉鹤去飞键后一致	原始两拼音字段矛盾；整词词典与辅助拼音矛盾
94155	谈瑜	1	tan2 yu2	tan*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94161	谐调	1	xie2 diao4/tiao2	xiediao	xie2 tiao2	xie tiao	xie tiao	xie tiao	简单鹤与鲸凉鹤去飞键后一致	整词词典与辅助拼音矛盾
94165	谢丽尔·兰格丝特	1	xie4 li2/li4 er3 #lan2 ge1/ge2 si1 te4	xielier*langesite				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94166	谢亚姆·珀尔	1	xie4 ya4 mu3 #po4 er3	xieyamu**er				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94172	谢尔多·盖斯弗	1	xie4 er3 duo1 #gai4/ge3 si1 fu2	xieerduo*gaisifu				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94176	谢尔登·帕林顿	1	xie4 er3 deng1 #pa4 lin2 du2/dun4	xieerdeng*palindun				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94177	谢尔登·费舍	1	xie4 er3 deng1 #fei4 she3/she4	xieerdeng*feishe				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94178	谢尔盖·丹纳斯洛夫	1	xie4 er3 gai4/ge3 #dan1 na4 si1 luo4 fu1/fu2	xieergai*dannasiluofu				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94179	谢尔盖·弗罗诺夫	1	xie4 er3 gai4/ge3 #fu2 luo1/luo2/luo5 nuo4 fu1/fu2	xieergai*fuluonuofu				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94180	谢尔盖·拉赫玛尼诺夫	1	xie4 er3 gai4/ge3 #la1/la2/la3/la4 he4 ma3 ni2 nuo4 fu1/fu2	xieergai*lahemaninuofu				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94182	谢尔顿·威廉姆斯	1	xie4 er3 du2/dun4 #wei1 lian2 mu3 si1	xieerdun*weilianmusi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94187	谢德·旺斯	1	xie4 de2 #wang4 si1	xiede*wangsi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94205	谢赫·萨布	1	xie4 he4 #sa4 bu4	xiehe*sabu				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94207	谢顿·斯特	1	xie4 du2/dun4 #si1 te4	xiedun*site				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94265	豪伊·朗	1	hao2 yi1 #lang3	haoyi*lang				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94285	豪迪·杜迪	1	hao2 di2 #du4 di2	haodi*dudi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94287	貂羚	1	diao1 ling2	*ling				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94297	贝丝·古德	1	bei4 si1 #gu3 de2	beisi*gude				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94298	贝丝·杜鲁门	1	bei4 si1 #du4 lu3 men2	beisi*dulumen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94299	贝丝·沃斯	1	bei4 si1 #wo4 si1	beisi*wosi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94300	贝丝·福斯特	1	bei4 si1 #fu2 si1 te4	beisi*fusite				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94301	贝丝·麦肯泰尔	1	bei4 si1 #mai4 ken3 tai4 er3	beisi*maikentaier				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94303	贝佛利·希尔	1	bei4 fo2/fu2 li4 #xi1 er3	beifoli*xier				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94322	贝内·贝拉克镇	1	bei4 nei4 #bei4 la1/la2/la3/la4 ke4 zhen4	beinei*beilakezhen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94323	贝内迪克·德·威尔斯	1	bei4 nei4 di2 ke4 #de2 #wei1 er3 si1	beineidike*de*weiersi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94324	贝利·各雷姆	1	bei4 li4 #ge3/ge4 lei2 mu3	beili*geleimu				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94335	贝基·罗伯茨	1	bei4 ji1 #luo1/luo2/luo5 bai3/bo2 ci2	beiji*luoboci				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94336	贝基·莫通	1	bei4 ji1 #mo4 tong1/tong4	beiji*motong				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94337	贝基·莫顿	1	bei4 ji1 #mo4 du2/dun4	beiji*modun				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94340	贝塔妮·威斯顿	1	bei4 da5/ta3 ni1 #wei1 si1 du2/dun4	beitani*weisidun				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94347	贝娅特丽兹	1	bei4 ya4 te4 li2/li4 ci2/zi1	bei*telizi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94349	贝尔·威廉姆斯	1	bei4 er3 #wei1 lian2 mu3 si1	beier*weilianmusi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94350	贝尔·恩德	1	bei4 er3 #en1 de2	beier*ende				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94351	贝尔·查斯	1	bei4 er3 #cha2/zha1 si1	beier*chasi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94352	贝尔·维廉姆斯	1	bei4 er3 #wei2 lian2 mu3 si1	beier*weilianmusi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94360	贝尔斐戈	1	bei4 er3 fei3 ge1	beier*ge				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94375	贝尼托·墨索	1	bei4 ni2 tuo1 #mo4 suo3	beinituo*mosuo				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94377	贝布·卢斯	1	bei4 bu4 #lu2 si1	beibu*lusi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94380	贝弗莉·安·克罗伊	1	bei4 fu2 li4 #an1 #ke4 luo1/luo2/luo5 yi1	beifuli*an*keluoyi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94381	贝弗莉·希尔	1	bei4 fu2 li4 #xi1 er3	beifuli*xier				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94384	贝恩的凯利·贝克	1	bei4 en1 de5/di2/di4 kai3 li4 #bei4 ke4	beiendekaili*beike				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94387	贝拉·卢戈西	1	bei4 la1/la2/la3/la4 #lu2 ge1 xi1	beila*lugexi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94388	贝拉·威尔逊	1	bei4 la1/la2/la3/la4 #wei1 er3 xun4	beila*weierxun				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94389	贝拉·库拉	1	bei4 la1/la2/la3/la4 #ku4 la1/la2/la3/la4	beila*kula				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94393	贝拉特里克斯·莱斯特兰奇	1	bei4 la1/la2/la3/la4 te4 li3 ke4 si1 #lai2 si1 te4 lan2 ji1/qi2	beilatelikesi*laisitelanqi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94396	贝斯·伍兹	1	bei4 si1 #wu3 ci2/zi1	beisi*wuzi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94397	贝斯·努斯	1	bei4 si1 #nao2/nu3 si1	beisi*nusi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94398	贝斯·撒	1	bei4 si1 #sa1/sa3	beisi*sa				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94415	贝比·鲁夫	1	bei4 bi3 #lu3 fu1/fu2	beibi*lufu				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94420	贝燮	1	bei4 xie4	bei*				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94421	贝特·戴维斯	1	bei4 te4 #dai4 wei2 si1	beite*daiweisi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94422	贝特·沃恩	1	bei4 te4 #wo4 en1	beite*woen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94424	贝特曼·冯·布劳恩	1	bei4 te4 man4 #feng2/ping2 #bu4 lao2 en1	beiteman*feng*bulaoen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94425	贝特朗·塔韦尼埃	1	bei4 te4 lang3 #da5/ta3 wei2 ni2 ai1	beitelang*taweiniai				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94428	贝琪·麦尔基	1	bei4 qi2 #mai4 er3 ji1	bei**maierji				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94429	贝瑞·邦兹	1	bei4 rui4 #bang1 ci2/zi1	beirui*bangzi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94447	贝芙·奈斯特	1	bei4 fu2 #nai4 si1 te4	bei**naisite				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94453	贝蒂·伊斯贝	1	bei4 di4 #yi1 si1 bei4	beidi*yisibei				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94454	贝蒂·哈迪	1	bei4 di4 #ha1/ha3/ha4 di2	beidi*hadi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94455	贝蒂·巴考尔	1	bei4 di4 #ba1 kao3 er3	beidi*bakaoer				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94456	贝蒂·彼得森	1	bei4 di4 #bi3 de2/de5/dei3 sen1	beidi*bidesen				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94457	贝蒂·怀特	1	bei4 di4 #huai2 te4	beidi*huaite				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94458	贝蒂·戴维丝	1	bei4 di4 #dai4 wei2 si1	beidi*daiweisi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94459	贝蒂·潘	1	bei4 di4 #pan1	beidi*pan				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94460	贝蒂·罗斯	1	bei4 di4 #luo1/luo2/luo5 si1	beidi*luosi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94461	贝蒂·苏	1	bei4 di4 #su1	beidi*su				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94462	贝蒂·雅布伦斯基	1	bei4 di4 #ya1/ya3 bu4 lun2 si1 ji1	beidi*yabulunsiji				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94470	贝蒂黛维丝	1	bei4 di4 dai4 wei2 si1	beidi*weisi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94471	贝西·罗斯	1	bei4 xi1 #luo1/luo2/luo5 si1	beixi*luosi				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94473	贝贝·瑞波佐	1	bei4 bei4 #rui4 bo1 zuo3	beibei*ruibozuo				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
94479	贝里·贝克	1	bei4 li3 #bei4 ke4	beili*beike				待分配	证据不足或仍冲突；待分配	辅助拼音不可唯一核验
